id,name,site_buy,date,town,price,age,img_url,content,id_cultural
0,Выставка «Разрезая стены»,0,30 апреля 2020,Москва,0,12+,https://www.2do2go.ru/uploads/902931e92d01669560835d6dc96ec273_w500_h500.jpg,"Персональная выставка Игоря Поносова «Разрезая стены» обобщает многолетний опыт работы и взаимодействия художника с объектами городской среды. Вдохновляясь брутальными архитектурными формами и несуразным сочетанием материалов на улицах (рекламные баннеры, фальшфасады), Игорь Поносов осмысляет рутинную повседневность города посредством своих мимикрий и интервенций, имеющих ярко выраженный перформативный характер.  В экспозицию включены фото- и видеодокументации взаимодействий с городской средой, а также графика, коллажи и фотографии, отражающие осмысление городских контекстов России, Германии и Эстонии. Представленные на выставке работы выполнены автором в период с 2015 по 2020 годы и объединены общей темой поглощения человека современной урбанизированной средой. Узнать подробности вы можете на <br />",0
1,Выставка «Живопись минус»,https://fabrika-events.timepad.ru/event/1266160/,29 марта 2020,Москва,0,6+,https://www.2do2go.ru/uploads/735a328ea3340c62be8fc5b07ebdf070_w500_h500.jpg,"Марат Гельман снова обращает внимание на бывшую «царицу искусств» и показывает работы художников, сознательно обращающихся к живописи и обедняющих свой традиционный художественный язык. Под названием «Живопись минус» куратор понимает сопротивление салону с одной стороны и стремление удержаться от дизайнерского подхода и минималистского искусства с другой стороны: «К 2020 году, когда многие технологии достигли совершенства, жидкокристаллические экраны и мощные проекторы преображают выставочное пространство, когда вокруг разговоры об искусственном интеллекте, и мир в ожидании сингулярности, в Москве вдруг обнаружилось много таких «диссидентов дизайна», упорно ищущих в живописи минус – новые возможности для художественного высказывания».  <b>Художники</b>: Семен Агроскин, Виктор Алимпиев, Юрий Альберт, Алладин Гарунов, Аня Желудь, Людмила Константинова, Анна, Егармина, Земляникина, Иван Лунгин, Иван Новиков, Вика Шумская, Хаим Сокол, Александр Сигутин, Виктор Фрейденберг.  Открытие 5 марта в 19:00. Подробнсоти – на .",0
2,День рождения «Фабрики»,0,31 января 2020,Москва,0,0+,https://www.2do2go.ru/uploads/1a65dc11254622dffc7b0de4a1d94f03_w500_h500.jpg,"Праздник начнется с открытия новых выставок: в зале «Оливье» и «Артхаус» проекты представят Александра Кузнецова и Лиза Ольшанская. Художницы покажут работы, которые создали в фабричных мастерских в 2019 году. В Цехе Отделки состоится открытие выставки Юлии Неронска «Тайная жизнь ковра-самолёта». Юлия создаст инсталляцию и покажет серию фотографий, образующих сюжетное искусство, в котором настенный ковёр становится самобытным персонажем. В зале «Оливье» в 20:00 пройдет объявление лауреатов программы «Фабричные мастерские. Сессия VII» – конкурса для художников от 35 до 50 лет. Ставший уже традиционным для «Фабрики» проект в 2020 году также празднует день рождения – уже пять лет, начиная с 2015 года, сессионная часть конкурса обеспечивает поддержкой российских mid-career artist. Экспертный совет каждый год отбирает лауреатов в нескольких номинациях, предоставляя возможность получить мастерскую, показать персональную выставку и напечатать свои работы в студии «Пиранези LAB». Узнать подробности вы можете на.",0
3,Выставка «Скрытый контент»,0,19 января 2020,Москва,0,16+,https://www.2do2go.ru/uploads/a04f6b92d240df154d4970666e7c93cc_w500_h500.jpg,"Конец года – традиционное время подведения итогов, и, пожалуй, самое подходящее для демонстрации проекта «Скрытый контент»: художник Степан Краснов подводит итоги в живописной форме.<br /> «Скрытый контент» – это иллюстрация повседневности, в которой мы всё чаще сталкиваемся с цензурой, через метафорическую призму неопуантилизма. Запреты концертов и фильмов, разгоны мирных митингов и показательные уголовные преследования их участников. За нас пытаются решить, какую музыку слушать и какие фильмы смотреть, какую информацию нам можно потреблять, а какую скрывать. Неопуантилизм, в стилистике которого выполнена серия, определенным образом кодирует изображения, смещая фокус восприятия. Размывая какие-то важные моменты, делая их менее заметными. Тем не менее нам удаётся считать нарратив живописных работ. Таким же образом происходит ориентирование в информационном поле. Узнать подробности вы можете на .",0
4,Выставка «Дым и шоколад»,https://fabrika-events.timepad.ru/event/1211968/,8 января 2020,Москва,0,6+,https://www.2do2go.ru/uploads/6e24684c7badaa9aa620db8f1a531c7c_w500_h500.jpg,"В 2018 году группа «Войти и разрешить» приняла участие в проекте, который проходил в Кенозерском национальном парке, вместе со шведской группой Raketa: «Мы оказались в непонятной ситуации, когда мы не понимали, кто мы по отношению к группе, к местным жителям, к природе». На выставке исследователи хотят обозначить свою позицию, найти себя в системе координат по отношению к той ситуации, в которой оказались.  Через обозначение важных для них мест, схематизацию опыта группа хочет уйти от представления севера как красивых пейзажей и обратиться к тому, что происходит внутри: к «бесхозности» местных жителей, оказавшихся после закрытия лесосплава под управлением заповедника, к ненужности прошлого, которое хранится в ящиках на чердаках домов, к себе как чужакам, приехавшим, чтобы делать что-то, даже не понимая что, и существующих в выдуманном пространстве, никак не соотносящимся с реальной ситуацией. Участники: Анна Козловская, Татьяна Миронова, Наталья Смолянская, Дима Филиппов. Узнать подробности вы можете на ",0
5,Программа «Летняя творческая резиденция. Театр»,https://v-v-v.ru/summer_shift/programma-teatr/,28 августа 2020,Москва,12500,6+,https://www.2do2go.ru/uploads/df8f99730b8b82f75a85ef1efe9c88fd_w500_h500.jpeg,"Каждый ребенок – неутомимый исследователь! Пять творческих резиденций погрузят детей в разные культурные контексты: танец, театр, арт, наука и история. В августе в культурном центре «Вдохновение» юные исследователи смогут открыть для себя много нового в команде единомышленников. Программа «Театр» – многогранная, сложная и увлекательная жизнь, которая не ограничивается сценой. Самое интересное происходит за кулисами. Основы сценического движения и речи, изготовление реквизита, навыки актёрского мастерства, а также беседы о стилях, эпохах, видах театра...  Подробную информацию можно узнать по .",0
6,Программа «Летняя творческая резиденция. Танец»,https://v-v-v.ru/summer_shift/programma-tanec-2/,28 августа 2020,Москва,12500,6+,https://www.2do2go.ru/uploads/589a909628e127e4ff08c0a23b2cd610_w500_h500.jpeg,"Каждый ребенок – неутомимый исследователь! Пять творческих резиденций погрузят детей в разные культурные контексты: танец, театр, арт, наука и история. В августе в культурном центре «Вдохновение» юные исследователи смогут открыть для себя много нового в команде единомышленников.  «Танец» – программа современных направлений в танце: хип-хоп, брейк, джем, дэнсхолл, диско, латина, джаз-фанк. За две недели ребёнок изучит танцевальные связки. Но это верхушка айсберга, а под ней – ежедневная работа по физической подготовке: акробатика, гимнастика, постановка трюков. А в перерывах между танцами ребята будут развивать коммуникативные навыки, укреплять связи внутри команды и учиться доверять партнёрам. Подробную информацию можно узнать по </strong>.",0
7,Программа «Летняя творческая резиденция. Наука»,https://v-v-v.ru/summer_shift/programma-nauka/,28 августа 2020,Москва,12500,6+,https://www.2do2go.ru/uploads/142091879616ae7514c10ddb176c4a6e_w500_h500.jpeg,"Каждый ребенок – неутомимый исследователь! Пять творческих резиденций погрузят детей в разные культурные контексты: танец, театр, арт, наука и история. В августе в культурном центре «Вдохновение» юные исследователи смогут открыть для себя много нового в команде единомышленников. «Наука» – любопытство не грех, а двигатель науки. В рамках программы ребята будут развивать научное мышление, искать ответы на вопросы, изобретать приборы и ставить эксперименты. Кураторы смены научат анализировать информацию, ставить цели, планировать задачи и принимать решения.  Подробную информацию можно узнать по </strong>.",0
8,Программа «Летняя творческая резиденция. Арт»,https://v-v-v.ru/summer_shift/programma-art/,14 августа 2020,Москва,12500,6+,https://www.2do2go.ru/uploads/5dd964d619f6b6b62eca1fdcfad04d04_w500_h500.jpeg,"Каждый ребенок – неутомимый исследователь! Пять творческих резиденций погрузят детей в разные культурные контексты: танец, театр, арт, наука и история. В августе в культурном центре «Вдохновение» юные исследователи смогут открыть для себя много нового в команде единомышленников. Программа «Арт» – это место и время для творческих людей, в котором они воплощают в реальность свои мечты. На смене дети выражают себя через холсты и краски, учатся работать с цветом, текстурами и формами, развивают воображение, раскрывают творческий потенциал. На арт-смене дети познакомятся с искусством скульптуры, рисованием в различных техниках, дизайном одежды, создадут коллажи и свои первые плакаты в стиле леттеринг. Подробную информацию можно узнать по .",0
9,Программа «Летняя творческая резиденция. Танец»,https://v-v-v.ru/summer_shift/programma-tanec/,14 августа 2020,Москва,12500,6+,https://www.2do2go.ru/uploads/867f2d34ce40f6acb7334a3152152156_w500_h500.jpeg,"Каждый ребенок – неутомимый исследователь! Пять творческих резиденций погрузят детей в разные культурные контексты: танец, театр, арт, наука и история. В августе в Культурном центре «Вдохновение» юные исследователи смогут открыть для себя много нового в команде единомышленников.  Вас ждет программа современных направлений в танце: хип-хоп, брейк, джем, дэнсхолл, диско, джаз-фанк. За две недели ребенок изучит танцевальные связки. Но это верхушка айсберга, а под ней – ежедневная работа по физической подготовке: акробатика, гимнастика, постановка трюков. А в перерывах между танцами вы будете развивать коммуникативные навыки, укреплять связи внутри команды и учиться доверять партнерам. Подробную информацию вы можете узнать .",0
10,Всемирный день психического здоровья,0,10 октября 2019,Москва,0,6+,https://www.2do2go.ru/uploads/bfc468ea41850a29f56df74255246096_w500_h500.jpg,"Ежегодно 10 октября при поддержке ВОЗ в мире отмечается День психического здоровья. Его цель – повысить информированность всех слоев населения в вопросах профилактики и лечения психических расстройств и заболеваний. Задача – обеспечить популяризацию и доступность психиатрической помощи, найти пути преодоления такого явления как стигматизация психиатрии. Специалисты столичной психиатрической службы приглашают москвичей 10 октября на общегородское мероприятие, посвященное празднованию Всемирного дня психического здоровья. Здесь вы познакомитесь с самыми интересными проектами в области психопрофилактики и психопросвещения, такими как «Сказать не могу молчать», «Только без паники», «Рацион жизни», «Клиника памяти» и другими. В этот день в уникальном пространстве конгрессно-выставочного центра «Дом на Брестской» опытные врачи и психологи известных московских специализированных клиник ответят на все ваши вопросы. В течение дня для гостей будет доступна анонимная и бесплатная консультативная помощь психологов, психотерапевтов, психиатров. Также гости смогут увидеть театральный перфоманс, посетить увлекательные мастер-классы по арт-терапии. Здесь будет настоящая территория творчества! Узнать подробности вы можете в группе .",0
11,"Экскурсия «Высотки, вокзалы и промзоны Москвы»",0,11 сентября 2016,Москва,0,12+,https://www.2do2go.ru/uploads/db7ea28ca552c02955a5981437d248fd_w500_h500.jpg,"Самыми удивительными и, пожалуй, загадочными достопримечательностями столицы по-прежнему остаются сталинские высотки. Участники автобусного маршрута проедут мимо домов на Котельнической набережной, здания МИДа, сделают остановку возле гостиницы «Украина» и МГУ им. Ломоносова. А экскурсовод расскажет об истории их строительства. Записаться на экскурсию можно по .  Участникам экскурсии на Комсомольской площади гид расскажет о судьбе Ярославского, Казанского и Ленинградского вокзалов. Кроме того, речь пойдет о том, по какому графику работали вокзалы сто лет назад и как строили первую железную дорогу между Москвой и  Петербургом. Регистрация — по телефону +7 (495) 680-07-50. Третья экскурсия будет посвящена индустриальным зонам столицы. На ней расскажут об индустриальном развитии города на примере таких проектов , как «ЗИЛ», «Серп и Молот» и «Южный порт». Для посещения, необходимо заранее зарегистрироваться на . Подробнее — на .",0
12,Проект «Забор. Архитектура и философия пространства «Между»,0,30 сентября 2013,Москва,0,12+,https://www.2do2go.ru/uploads/9ff09f33f58ca424df5916b7b2f87d6f_w500_h500.jpg,0,0
13,Комедия «Пленники любви»,http://dk-october.ru/2020/04/комедия-пленники-любви/,17 октября 2020,Москва,800 — 2000,12+,https://www.2do2go.ru/uploads/438fc9ee7f072822eb6afbdaafbdf8c6_w500_h500.jpeg,0,0
14,Концерт «Как долго я тебя ждал»,http://dk-october.ru/2020/04/алексей-брянцев/,5 ноября 2020,Москва,1000 — 2600,6+,https://www.2do2go.ru/uploads/7625ab884270fc46ebafdd25dd6e747e_w500_h500.jpeg,0,0
15,Лекции проекта «Страноведение. Турция»,0,28 апреля 2020,Москва,0,12+,https://www.2do2go.ru/uploads/886ad52fa8329b7e53bfd430f050b55f_w500_h500.jpg,"Вместе с молодыми исследователями гости погрузятся в удивительное культурное разнообразие стран и народов планеты. Первая точка на карте – многогранная, знакомая и незнакомая Турция. Программа: Ведущие – студенты Института стран Азии и Африки МГУ им. М. В. Ломоносова Мария Гибаева, Мария Лаврова и Полина Ардашова.  Для участия в лекциях необходимо пройти . .",0
16,Новые вершины,0,12 ноября 2019,Москва,0,6+,https://www.2do2go.ru/uploads/96e1d478aafd893689688fad84ea8048_w500_h500.jpg,"«Новые вершины» – программа нового поколения, включающая в себя не только 31 конкурс по разным направлениям дополнительного образования (техническое творчество, естественнонаучное творчество, декоративно-прикладное и изобразительное искусство, театральное и хореографическое искусство, вокальное и исполнительское искусство, молодёжные инициативы и мультимедийное творчество), но и различные образовательные мероприятия, тематические выездные смены и партнёрские проекты для победителей. 12 ноября торжественная церемония открытия программы «Новые вершины» соберёт профессиональное сообщество образовательных организаций Москвы, победителей прошлого года и представителей партнёрских организаций.  Гостей ждёт презентация конкурсных направлений и совместные выступления победителей прошлого года с друзьями программы – певцом, актёром и телеведущим Марком Тишманом, актёром театра и кино, продюсером, теле- и радиоведущим Игорем Верником, художником Максимом Гошко-Даньковым. Естественнонаучное направление представит масштабное научное крио шоу Wow Show. Авторы проекта – компания Steamteamshow – сообщают, что реквизит в стиле стимпанк не имеет аналогов в России.  Художественное направление представит эксклюзивное песочное шоу, которое покажут член Московского Союза Художников Марина Сагулина и команда Sand Show. Узнать подробности вы можете на . ",0
17,Программа «Большая игротека»,0,4 ноября 2019,Москва,0,6+,https://www.2do2go.ru/uploads/927e2e59ddfb9760c5e532797f428863_w500_h500.jpg,"2, 3 и 4 ноября в Московском Дворце пионеров на Воробьёвых горах в рамках Городской недели игры и игрушки будет работать «Большая игротека» - семейная игровая программа для детей и их родителей. В программе: •	Весёлые игры-аттракционы, забавы и развлечения – тренируем ловкость и сноровку; •	Подвижные народные игры – знакомимся с новыми игровыми традициями разных народов; •	Спортплощадка на столе – играем в настольно-спортивные игры; •	Головоломки – ищем выход из замысловатых ситуаций; •	Прикладные мастер-классы – учимся творить прекрасное; •	Древние игры – знакомимся с играми разных эпох и народов. Каждый день будут проходить три сеанса – с 11:00 до 13:00, с 13:30 до 15:30 и с 16:00 до 18:00. Все программы стартуют в Зимнем саду Московского Дворца пионеров. <br /> 6+",0
18,Детский фестиваль науки в Московском Дворце пионеров,0,12 октября 2019,Москва,0,0+,https://www.2do2go.ru/uploads/430a42195adf598745e8cbcb1c34a138_w500_h500.jpg,"Главная тема фестиваля в 2019 году – Периодическая таблица химических элементов, которую Дмитрий Иванович Менделеев открыл 150 лет назад. 12 и 13 октября на площадках Московского Дворца пионеров можно будет посетить открытые уроки с проведением экспериментов «Мир исследователей», интерактивную экскурсию в планетарии «Химия во Вселенной», лекторий «Наука – это интересно» и множество других площадок.  Гости совершат виртуальную прогулку по кабинету Менделеева, приготовят эффектные химические коктейли в «Молекулярном баре» примут участие в увлекательных химических экспериментах, викторинах, мастер-классах и квестах. Лауреат Нобелевской премии по физиологии и медицине, американский врач-вирусолог Харолд Вармус выступит на церемонии открытия, которая начнётся в Большом концертном зале 12 октября в 12:15.  Кульминацией церемонии станет научное шоу о физических и химических процессах доктора Хала Сосабовского, профессора химии Университета Брайтона (Великобритания). Вход на открытие по регистрации.  .",0
19,Всероссийский географический диктант,0,11 ноября 2018,Москва,0,12+,https://www.2do2go.ru/uploads/3d10f1634c2c81a5c1df308f66f505af_w500_h500.jpg,"В рамках проведения Географического диктанта любой желающий может проверить свои знания по географии вместе с Матвеем Шпаро. 11 ноября в 12 часов известный российский путешественник будет читать Географический диктант в Московском Дворце пионеров и школьников на «Воробьевых горах». Это будет интересная встреча! После диктанта, Матвей Шпаро ответит на ваши вопросы и расскажет, как стать членом его команды в экспедиции на Северный полюс в 2019 году. Впервые в этом году вариант диктанта состоит из двух частей, каждая из которых включает 15 вопросов и различается по степени сложности. Задания этого года отличаются от заданий предыдущих лет – вопросы стали менее сложными и рассчитаны на сообразительность, умение мыслить логически. Интеллектуальное соревнование будет похоже на викторину, а не на экзаменационный тест. Масштабная просветительская акция, инициатором которой является Президент РФ Владимир Путин, проводится Русским географическим обществом в четвёртый раз. Подробности смотрите . Необходимо .<br /> Регистрация пришедших до 11:45. Возьмите с собой авторучку.",0
20,Спектакль онлайн «Призрак города Киоджиа»,0,16 июня 2020,Москва,0,12+,https://www.2do2go.ru/uploads/9af64f8750ca875b9ec14d8b7e663311_w500_h500.jpeg,"Увидеть постановку можно на&nbsp;&nbsp;Культурного центра. Культурный центр «Меридиан» в режиме онлайн покажет спектакль «Призрак города Киоджиа» Московского независимого театра «Шанс». В его постановках заняты представители самых разных профессий – учителя, юристы, физики, библиотекари. Эта комедия дель-арте принадлежит перу известного итальянского комедиографа Джанни Дзенна. Таким образом&nbsp;он решил увековечить название родного города. Пьеса написана на венецианском диалекте – резьянском. Она хорошо известна на родине автора, а в России ставится впервые.  Смешные перипетии судьбы итальянки Коломбы никого не оставят равнодушным. Однажды она совершенно неожиданно увидела призрак соседа Нанэ, мужа своей закадычной подружки и соседки Мафальды. И через Коломбу привидение решает передать для неё послание... Чем закончится эта история,&nbsp;узнают зрители спектакля.   Режиссёр-постановщик – Алла Соколова, драматург, обладатель диплома Почетного консула РФ в Удине (Италия).",0
21,Онлайн-знакомство «Белгородский пересек. Презентация русского народного танца»,0,15 июня 2020,Москва,0,0+,https://www.2do2go.ru/uploads/567079a2de8cad0c82e8fe9a8e1a06db_w500_h500.jpeg,"Увидеть презентацию в режиме онлайн можно будет на&nbsp;. Культурный центр «Меридиан» проведёт онлайн-презентацию для всех, кто хочет окунуться в мир русского народного танца. Зрители увидят несколько видеороликов, иллюстрирующих разные виды плясок, традиционно исполняемых в период от Пасхи до Троицы, и смогут научиться исполнять знаменитый белгородский пересек. Видеопрезентация знакомит с разными видами этого танца, в основе которого лежат два-три разных ритмических рисунка, выбиваемых ногами. В Белгородской области песенная и танцевальная традиции исполнения отличаются своей самобытностью и сложностью. Как танцевать пересек, используя простые упражнения, подробно расскажет аккомпаниатор ансамбля «Куделя», фольклорист-исследователь Иван Кабанов. В программе: простой вид «пересека», основные движения, а также сложная версия «Белгородского пересека».",0
22,Трансляция вебинара «Разница между испанским языком в Испании и Латинской Америке»,0,2 мая 2020,Москва,0,6+,https://www.2do2go.ru/uploads/0750fef399e119a6ac010da8fb2cfc07_w500_h500.jpeg,"Культурный центр «Меридиан» совместно с московским языковым клубом Tiempo приглашает на вебинар, посвященный разнице между испанским языком в Испании и Латинской Америке. Зарегистрироваться бесплатно и узнать подробную информацию можно . Ведущая – носитель испанского языка, преподаватель из Перу Ада Чараха. Испанский является третьим по распространённости языком, на котором говорит половина земного шара. Занятие в режиме онлайн будет посвящено лексическим, грамматическим и фонетическим различиям, существующим на разных континентах. Мастер-класс рассчитан на участников, владеющих языком на уровне А2, В1, В2.  Ада Чараха (Charaja Bar Ada Ruth) имеет огромный педагогический опыт. Она живёт в России много лет, является сертифицированным преподавателем и имеет степень кандидата наук в области биохимии, профессионально занимается переводами.",0
23,Трансляция вебинара «Как эффективно освоить испанский язык»,0,2 мая 2020,Москва,0,6+,https://www.2do2go.ru/uploads/ef8853aa1bce1763d5aa925d866bd3b6_w500_h500.jpeg,"Культурный центр «Меридиан» и московский языковой клуб Tiempo проведут увлекательный вебинар. Зарегистрироваться на него бесплатно можно .  Участники события узнают, как эффективно освоить испанский. Занятие в режиме онлайн для начинающих проведёт носитель языка Ада Чараха. Любой человек способен освоить испанский, особенно если желание подкреплено интересом к культуре и специфике страны. Изучение языка с его носителем – наиболее эффективный способ, ведь обучение становится вдвойне продуктивным и привлекательным.  Преподаватель клуба Tiempo с радостью даст необходимые советы начинающим и расскажет, как эффективно улучшить свои навыки тем, кто уже начал изучение испанского. Ада Чараха (Charaja Bar Ada Ruth) из Перу, имеет огромный педагогический опыт. Она живёт в России много лет, имеет степень кандидата наук в области биохимии, профессионально занимается переводами.",0
24,Концерт «Евгений Григорьев (Жека)»,https://iframeab-pre2743.intickets.ru/node/11279437,24 апреля 2020,Москва,1000 — 4000,12+,https://www.2do2go.ru/uploads/e1d54ca0ae01827087c3b40af86d5593_w500_h500.jpeg,"Песни Евгения Григорьева в особом представлении не нуждаются, они звучат на радио, их поют в ресторанах и караоке. Каждый концерт Евгения – это фейерверк положительных эмоций и отличного настроения. Лауреат премий, неоднократный участник статусных и масштабных концертов («Достойная песня», «Эх! Разгуляй!»), автор всенародно любимой «Рюмки водки на столе»&nbsp;представляет вам новую концертную программу «Лирика». Лирические песни Евгения Григорьева пронзительно поэтичны, наполнены простыми, искренними мелодиями и насыщены философским смыслом. Артист исполнит хиты «Пить с ней вино», «Купола», «1000 дорог», «Золотко», «Остывший чай». Эти легендарные песни прозвучат в новых музыкальных аранжировках.",0
25,"Лекция «Перепончатокрылые: осы, пчёлы, муравьи и...»",http://arhe.msk.ru/?page_id=6722,30 мая 2020,Москва,250 — 600,6+,https://www.2do2go.ru/uploads/0bef9ed6301249b004dbf049257a6168_w500_h500.jpg," Вы узнаете не только об осах и пчёлах, но и о древних ксиелидах, не умеющих жалить рогохвостах и пилильщиках – созданиях, о которых молчит школьный учебник. Как всегда, поговорим о паре десятков важных, хрестоматийных представителей отряда. Подумаем над важным и сложным теоретическим вопросом – почему именно у перепонов несколько раз возникала социальность? Лектор: Олег Валерский, энтомолог, выпускник кафедры энтомологии биолого-почвенного факультета Санкт-Петербургского государственного университета, магистр. Подробности – .",0
26,Гидра мировой науки: книдарии как модельные объекты,http://arhe.msk.ru/?page_id=6722,28 мая 2020,Москва,250 — 600,6+,https://www.2do2go.ru/uploads/d992e4fc3c179718f578f3ca9ffade83_w500_h500.jpg,"Первым модельным объектом в зоологии более 250 лет назад стала гидра. Древнюю и вечно молодую, гидру и в наши дни используют для изучения морфогенеза, регенерации и стволовых клеток. Бессмертие гидры, утраченное большинством многоклеточных, привлекает специалистов по старению. Из гидромедузы эквореи и коралловых полипов выделили флуоресцентные белки. Эти белки «потрясли мир» и во многом определяют современный облик клеточной биологии (Нобелевская премия – 2008). В заключение вы снова обсудите, почему так важно тратить средства на «праздное любопытство» ученых. Лектор: Сергей Менделевич Глаголев, кандидат биологических наук, заведующий естественнонаучным отделением Московской гимназии на Юго-Западе № 1543, доцент СУНЦ МГУ.  Подробности – ",0
27,Лекция «Бабочки»,http://arhe.msk.ru/?page_id=6722,23 мая 2020,Москва,250 — 600,6+,https://www.2do2go.ru/uploads/f33c0249f16a373fbd174d8faa664634_w500_h500.jpg,"Обитатели воздуха, бабочки тесно связаны в мыслях людей с цветами, летом, солнцем. Про то, что бабочки могут посещать экскременты, тушки погибших животных и даже пить кровь, обычно умалчивается. Личинки бабочек – гусеницы – обычно эталонно неприятны. Некоторые из них, кстати, могут быть действительно опасны...  Всем известно романтическое сравнение «бабочки – порхающие цветы». Оно глубже, чем может показаться. Как и цветы покрытосеменных, взрослые бабочки – исключительно для размножения. Отсюда вся их яркость, красота, недолговечность. Гусеницы – наоборот, живые пищевые комбинаты... А запасы пищи, конечно, нужно защищать – отсюда все эти шипы-волоски-колючки. А если колючек нет – есть маскировка или, наоборот, яд и предупреждающая окраска. Приходите смотреть гусениц (бабочек, так и быть, тоже покажем) и разбираться с перипетиях насекомой жизни! Лектор: Олег Валерский, энтомолог, выпускник кафедры энтомологии биолого-почвенного факультета Санкт-Петербургского государственного университета, магистр. Подробности – .",0
